quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
'\'(1.9-inf)\'',KO,5/27/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.706661
'\'(1.9-inf)\'',KO,6/3/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.717229
'\'(1.9-inf)\'',KO,6/10/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.718764
'\'(1.9-inf)\'',KO,6/17/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.716245
'\'(1.9-inf)\'',KO,6/24/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(4.821204-7.351717]\'','\'(67.2-100.8]\'',0.723856
'\'(1.9-inf)\'',MCD,4/1/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.802737
'\'(1.9-inf)\'',MCD,4/8/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.802209
'\'(1.9-inf)\'',MCD,4/15/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.788317
'\'(1.9-inf)\'',MCD,4/21/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.793135
'\'(1.9-inf)\'',MCD,4/29/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.778955
'\'(1.9-inf)\'',MCD,5/6/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.775095
'\'(1.9-inf)\'',MCD,5/13/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.755512
'\'(1.9-inf)\'',MCD,5/20/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.740921
'\'(1.9-inf)\'',MCD,5/27/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.747366
'\'(1.9-inf)\'',MCD,6/3/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.757388
'\'(1.9-inf)\'',MCD,6/10/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.759084
'\'(1.9-inf)\'',MCD,6/17/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.739215
'\'(1.9-inf)\'',MCD,6/24/2011,'\'(75.198-91.35]\'','\'(75.98-92.24]\'','\'(73.368-89.11]\'','\'(74.544-90.55]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(4.821204-7.351717]\'','\'(33.6-67.2]\'',0.745357
'\'(1.9-inf)\'',MMM,4/1/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.590572
'\'(1.9-inf)\'',MMM,4/8/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.590002
'\'(1.9-inf)\'',MMM,4/15/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.592545
'\'(1.9-inf)\'',MMM,4/21/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.585605
'\'(1.9-inf)\'',MMM,4/29/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(94.103664-132.987874]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.565785
'\'(1.9-inf)\'',MMM,5/6/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.575314
'\'(1.9-inf)\'',MMM,5/13/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.572857
'\'(1.9-inf)\'',MMM,5/20/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.587858
'\'(1.9-inf)\'',MMM,5/27/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(76.128-92.53]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.588424
'\'(1.9-inf)\'',MMM,6/3/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.606395
'\'(1.9-inf)\'',MMM,6/10/2011,'\'(75.198-91.35]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(76.128-92.53]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.606194
'\'(1.9-inf)\'',MMM,6/17/2011,'\'(75.198-91.35]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(76.128-92.53]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.599259
'\'(1.9-inf)\'',MMM,6/24/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(75.156-91.315]\'','\'(92.53-108.932]\'','\'(4.821204-7.351717]\'','\'(33.6-67.2]\'',0.605127
'\'(1.9-inf)\'',MRK,4/1/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',1.14908
'\'(1.9-inf)\'',MRK,4/8/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',1.1286
'\'(1.9-inf)\'',MRK,4/15/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',1.10113
'\'(1.9-inf)\'',MRK,4/21/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(4.821204-7.351717]\'','\'(33.6-67.2]\'',1.11633
'\'(1.9-inf)\'',MRK,4/29/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(4.821204-7.351717]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',1.05702
'\'(1.9-inf)\'',MRK,5/6/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',1.04424
'\'(1.9-inf)\'',MRK,5/13/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',1.02481
'\'(1.9-inf)\'',MRK,5/20/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',1.02536
'\'(1.9-inf)\'',MRK,5/27/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',1.04943
'\'(1.9-inf)\'',MRK,6/3/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',1.06086
'\'(1.9-inf)\'',MRK,6/10/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',1.07193
'\'(1.9-inf)\'',MRK,6/17/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',1.07375
'\'(1.9-inf)\'',MRK,6/24/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',1.09986
'\'(1.9-inf)\'',MSFT,4/1/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.627944
'\'(1.9-inf)\'',MSFT,4/8/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.613732
'\'(1.9-inf)\'',MSFT,4/15/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.630666
'\'(1.9-inf)\'',MSFT,4/21/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.626959
'\'(1.9-inf)\'',MSFT,4/29/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-0.239822-2.290691]\'','\'(249.640504-288.524714]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.617284
'\'(1.9-inf)\'',MSFT,5/6/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.618477
'\'(1.9-inf)\'',MSFT,5/13/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.639233
'\'(1.9-inf)\'',MSFT,5/20/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.653328
'\'(1.9-inf)\'',MSFT,5/27/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.646204
'\'(1.9-inf)\'',MSFT,6/3/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.669456
'\'(1.9-inf)\'',MSFT,6/10/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.675106
'\'(1.9-inf)\'',MSFT,6/17/2011,'\'(-inf-26.742]\'','\'(27.2-43.46]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.659522
'\'(1.9-inf)\'',MSFT,6/24/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(7.351717-inf)\'','\'(33.6-67.2]\'',0.658436
'\'(1.9-inf)\'',PFE,4/1/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.981354
'\'(1.9-inf)\'',PFE,4/8/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.977517
'\'(1.9-inf)\'',PFE,4/15/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.974184
'\'(1.9-inf)\'',PFE,4/21/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(4.821204-7.351717]\'','\'(-inf-33.6]\'',1.01061
'\'(1.9-inf)\'',PFE,4/29/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(4.821204-7.351717]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.953743
'\'(1.9-inf)\'',PFE,5/6/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.973236
'\'(1.9-inf)\'',PFE,5/13/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.956023
'\'(1.9-inf)\'',PFE,5/20/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.966651
