X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',feb,wed,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',1.1
'\'(4.2-5]\'','\'(3.4-4.1]\'',feb,fri,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(5.31-8.42]\'','\'(40.5-49]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',24.24
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',jul,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(348.98-434.25]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(5.5-6.2]\'',jul,wed,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(434.25-519.52]\'','\'(11.22-16.83]\'','\'(11.53-14.64]\'','\'(83-91.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',jul,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',jul,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',jul,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',jul,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(8.2-inf)\'','\'(3.4-4.1]\'',jul,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',8
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',jul,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',2.64
'\'(6.6-7.4]\'','\'(5.5-6.2]\'',jul,tue,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(348.98-434.25]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',86.45
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',jul,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(66-74.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',6.57
'\'(6.6-7.4]\'','\'(4.8-5.5]\'',jun,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(348.98-434.25]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(3.4-4.1]\'',jun,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(263.71-348.98]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0.9
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',jun,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(263.71-348.98]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',jun,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(348.98-434.25]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',jun,sat,'\'(49.7-57.45]\'','\'(59.14-88.16]\'','\'(178.44-263.71]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(83-91.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',jun,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(263.71-348.98]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',jun,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(263.71-348.98]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',3.52
'\'(2.6-3.4]\'','\'(5.5-6.2]\'',jun,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(178.44-263.71]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(5.5-6.2]\'',jun,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(178.44-263.71]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',may,sat,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(93.17-178.44]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(91.5-inf)\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0.41
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',5.18
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',14.29
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,sun,'\'(49.7-57.45]\'','\'(30.12-59.14]\'','\'(690.06-775.33]\'','\'(-inf-5.61]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,wed,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,wed,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',1.58
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,wed,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(23.5-32]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,thu,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',3.78
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',4.41
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',34.36
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',7.21
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',1.01
'\'(2.6-3.4]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',2.18
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,thu,'\'(80.7-88.45]\'','\'(30.12-59.14]\'','\'(690.06-775.33]\'','\'(-inf-5.61]\'','\'(11.53-14.64]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',4.42
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.33
'\'(2.6-3.4]\'','\'(2.7-3.4]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',6.58
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',15.64
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',11.22
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,mon,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',2.13
'\'(1.8-2.6]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(83-91.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',56.04
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',7.48
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',1.47
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',3.93
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',sep,mon,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',2.18
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',6.1
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',sep,mon,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',5.83
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,mon,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',28.19
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(74.5-83]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',1.64
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(74.5-83]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.71
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',7.31
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',2.03
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',1.72
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',5.97
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',13.06
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',1.26
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',8.12
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',1.09
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.94
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(80.7-88.45]\'','\'(30.12-59.14]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0.52
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',2.93
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',5.65
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',20.03
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(32-40.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',1.75
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(775.33-inf)\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',12.64
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,sun,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',11.06
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',jul,wed,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(74.5-83]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',aug,thu,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,fri,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(74.5-83]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',18.3
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',39.35
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,mon,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
